,ID,Name,District,Upazila,Eiin,Mobile,Management,Mpo,Post Office,Address,Is Approve,Is Active, 
 ,1008,KALIAKAIR KHAN HIGH SCHOOL,Manikganj,Singiar,111076,1716674777,PRIVATE,Yes,SOTO-KALIAKAIR,KALIAKAIR,,Yes,"View
     
     
         Edit"
 ,1009,GOBINDHAL GHONAPARA MODEL JONIOUR SCHOOL,Manikganj,Singiar,111077,1716812242,PRIVATE,Yes,Singiar,GHONAPARA,,Yes,"View
     
     
         Edit"
 ,1010,CHAKPALPARA SESDP MODEL SCHOOL,Manikganj,Singiar,136637,1731207288,PRIVATE,Yes,CHANDAHAR,CHAKPALPARA,,Yes,"View
     
     
         Edit"
 ,1011,BAGHAIA KANDI KALIM ULLAH HIGH SCHOOL,Munshiganj,Gajaria,111086,1722123854,PRIVATE,Yes,RASULPUR,BAGHAIA KANDI,,Yes,"View
     
     
         Edit"
 ,1012,BHATERCHAR D.A. MANNAN PILOT HIGH SCHOOL,Munshiganj,Gajaria,111087,1309111087,PRIVATE,Yes,MADHYA BHATER CHAR,BHATERCHAR,,Yes,"View
     
     
         Edit"
 ,1013,ROYPARA HIGH SCHOOL,Munshiganj,Gajaria,111088,1819138495,PRIVATE,Yes,B.K.ROYPARA,BORO ROYPAR,,Yes,"View
     
     
         Edit"
 ,1014,OSDER ACADEMY,Munshiganj,Gajaria,111089,1309111089,PRIVATE,No,RASULPUR,KARIM KHAN,,Yes,"View
     
     
         Edit"
 ,1015,GUAGACHIA UNION HIGH SCHOOL,Munshiganj,Gajaria,111090,1849861418,PRIVATE,Yes,GUAGACHIA,SHIMULIA,,Yes,"View
     
     
         Edit"
 ,1016,HOSSAINDI M.L. HIGH SCHOOL,Munshiganj,Gajaria,111091,1819038852,PRIVATE,Yes,HOSSAINDI,HOSSAINDI,,Yes,"View
     
     
         Edit"
 ,1017,BHABERCHAR WAZIR ALI M HIGH SCHOOL,Munshiganj,Gajaria,111092,1309111092,PRIVATE,Yes,BHABER CHAR,BHABER CHAR,,Yes,"View
     
     
         Edit"
 ,1018,Gajaria PILOT HIGH SCHOOL,Munshiganj,Gajaria,111093,1818272008,PUBLIC,Yes,Gajaria,Gajaria,,Yes,"View
     
     
         Edit"
 ,1019,BAUSIA M.A. AZHER HIGH SCHOOL,Munshiganj,Gajaria,111094,1718832964,PRIVATE,Yes,PURAN BAUSIA,PURAN BAUSIA,,Yes,"View
     
     
         Edit"
 ,1020,Gajaria PILOT GIRLS HIGH SCHOOL,Munshiganj,Gajaria,111095,1309111095,PRIVATE,Yes,Gajaria,GOSAIR CHAR,,Yes,"View
     
     
         Edit"
 ,1021,BHABER CHAR GIRLS SCHOOL,Munshiganj,Gajaria,111096,1816139853,PRIVATE,Yes,BHABERCHAR,BHABER CHAR,,Yes,"View
     
     
         Edit"
 ,1022,HAZI KERAMOT ALI HIGH SCHOOL,Munshiganj,Gajaria,111097,1714788302,PRIVATE,Yes,UTTAR SHAHPUR,BAIDDERGOAN,,Yes,"View
     
     
         Edit"
 ,1023,TENGARCHAR RAZIA QUADER ADARSHA HIGH SCHOOL,Munshiganj,Gajaria,111099,1309111099,PRIVATE,Yes,TENGARCHAR,TENGARCHAR,,Yes,"View
     
     
         Edit"
 ,1024,BASUR CHAR PANCHGAON HIGH SCHOOL,Munshiganj,Gajaria,111100,1816104682,PRIVATE,Yes,GUAGACHIA,BASUR CHAR,,Yes,"View
     
     
         Edit"
 ,1025,PORACHAK BAUSIA HIGH SCHOOL,Munshiganj,Gajaria,111101,1716160755,PRIVATE,Yes,BAUSIA,PORACHAK BAUSIA,,Yes,"View
     
     
         Edit"
 ,1026,ISMANIRCHAR JUNIOR HIGH SCHOOL,Munshiganj,Gajaria,134829,1826061431,PRIVATE,No,ISMANIR CHAR,ISMANIR CHAR,,Yes,"View
     
     
         Edit"
 ,1027,SHAHID MUKTIJUDDA NAZRUL ISLAM HIGH SCHOOL,Munshiganj,Gajaria,135632,1709901475,PRIVATE,No,BAUSHIA,CHAR BAUSHIA FARAZI KANDI,,Yes,"View
     
     
         Edit"
 ,1028,KAZIR PAGLA A.T INSTITUTION,Munshiganj,Louhajanj,111109,1309111109,PRIVATE,Yes,KAZIR PAGLA,KAZIR PAGLA,,Yes,"View
     
     
         Edit"
 ,1029,HARIDIA HIGH SCHOOL,Munshiganj,Louhajanj,111110,1715996071,PRIVATE,Yes,HARIDIA,HARIDIA,,Yes,"View
     
     
         Edit"
 ,1030,MEDINIMONDAL ANWAR CHOWDHURY HIGH SCHOOL,Munshiganj,Louhajanj,111111,1715344913,PRIVATE,Yes,MEDI NI MONDAL,UTTAR MEDINI MONDAL,,Yes,"View
     
     
         Edit"
 ,1031,BARHMANGAON MULTILTERAL HIGH SCHOOL,Munshiganj,Louhajanj,111112,1309111112,PRIVATE,Yes,Jhawtiya,PAIKARA,,Yes,"View
     
     
         Edit"
 ,1032,LOHAJONG PILOT HIGH SCHOOL,Munshiganj,Louhajanj,111113,1309111113,PRIVATE,Yes,BHOGDIA,HATVOGHDIA,,Yes,"View
     
     
         Edit"
 ,1033,LOUHAJONG  GIRLS  PILOT  HIGH  SCHOOL,Munshiganj,Louhajanj,111114,1742964954,PRIVATE,Yes,LOUHAGONG,BEJGAON,,Yes,"View
     
     
         Edit"
 ,1034,HALDIA GOVT. HIGH SCHOOL,Munshiganj,Louhajanj,111116,1711041026,PUBLIC,Yes,HALDIA,SOUTH HALDIA,,Yes,"View
     
     
         Edit"
 ,1035,JASHALDIA HIGH SCHOOL,Munshiganj,Louhajanj,111117,1309111117,PRIVATE,Yes,JASHALDIA,JASHALDIA,,Yes,"View
     
     
         Edit"
 ,1036,NOWPARA HIGH SCHOOL,Munshiganj,Louhajanj,111118,1821889585,PRIVATE,Yes,NOWPARA BAZAR,NOWPARA,,Yes,"View
     
     
         Edit"
 ,1037,PAISHA HIGH SCHOOL,Munshiganj,Louhajanj,111119,1309111119,PRIVATE,Yes,KHIDIRPARA,PAISHA,,Yes,"View
     
     
         Edit"
 ,1038,KHIDIR PARA HIGH SCHOOL,Munshiganj,Louhajanj,111120,1309111120,PRIVATE,Yes,KHIDIRPARA,KHIDIRPARA,,Yes,"View
     
     
         Edit"
 ,1039,SK. MD. MIR HOSSAIN HIGH SCHOOL,Munshiganj,Sirajdikhan,111165,1309111165,PRIVATE,Yes,RAMKRISHNADI,RAMKRISHNO,,Yes,"View
     
     
         Edit"
 ,1040,ADARSHA HIGH SCHOOL,Munshiganj,Sirajdikhan,111167,1711932965,PRIVATE,Yes,KUCHIA MORA,KUCHIYA MORA,,Yes,"View
     
     
         Edit"
 ,1041,RAIBAHADUR  SREENATH  INSTITUTION,Munshiganj,Sirajdikhan,111168,1309111168,PRIVATE,Yes,SHEKHARNAGAR,SHEKHORNAGAR,,Yes,"View
     
     
         Edit"
 ,1042,MASTER  ABDUR RAHMAN ACADEMY,Munshiganj,Sirajdikhan,111169,1724368678,PRIVATE,Yes,MADHYAPARA,MADHYAPARA,,Yes,"View
     
     
         Edit"
 ,1043,KHARSHUR HIGH SCHOOL,Munshiganj,Sirajdikhan,111170,1309111170,PRIVATE,Yes,PAUSAR,KHARSHUR,,Yes,"View
     
     
         Edit"
 ,1044,GOVT. ICHHAPUR MODEL HIGH SCHOOL,Munshiganj,Sirajdikhan,111171,1309111171,PUBLIC,Yes,ICHHAPUR,ICHHAPURA,,Yes,"View
     
     
         Edit"
 ,1045,RAJDIA ABHOY PILOT HIGH SCHOOL,Munshiganj,Sirajdikhan,111172,1714612450,PRIVATE,Yes,RAJDIA,RAJDIA,,Yes,"View
     
     
         Edit"
 ,1046,RASUNIA  HIGH SCHOOL,Munshiganj,Sirajdikhan,111173,1714530334,PRIVATE,Yes,RASUNIA,RASUNIA,,Yes,"View
     
     
         Edit"
 ,1047,RAJANAGAR SYEDPUR UNION HIGH SCHOOL,Munshiganj,Sirajdikhan,111174,1309111174,PRIVATE,Yes,RAJANAGAR,RAJANAGAR,,Yes,"View
     
     
         Edit"
 ,1048,CHHATIANTALI HIGH SCHOOL,Munshiganj,Sirajdikhan,111176,1309111176,PRIVATE,Yes,KOLA,CHHATIANTALI,,Yes,"View
     
     
         Edit"
 ,1049,BASAIL HIGH SCHOOL,Munshiganj,Sirajdikhan,111177,1915347701,PRIVATE,Yes,TOL BASAIL,BASAIL,,Yes,"View
     
     
         Edit"
 ,1050,SHEKHAR NAGAR GIRLS HIGH SCHOOL,Munshiganj,Sirajdikhan,111178,1309111178,PRIVATE,Yes,SHEKHAR NAGAR,SHEKHAR NAGAR,,Yes,"View
     
     
         Edit"
 ,1051,SOLEPORE  HIGH  SCHOOL,Munshiganj,Sirajdikhan,111179,1733360370,PRIVATE,Yes,SHIKARPUR  NIMTOLA,Shulpur High School Road,,Yes,"View
     
     
         Edit"
 ,1052,RAJDIA ABDUL JABBER PILOT GIRLS HIGH SCHOOL,Munshiganj,Sirajdikhan,111180,1309111180,PRIVATE,Yes,RAJDIA,RAJDIA,,Yes,"View
     
     
         Edit"
 ,1053,MALPADIA HIGH SCHOOL,Munshiganj,Sirajdikhan,111181,1718636004,PRIVATE,Yes,MALAPDIA,MALAPDIA,,Yes,"View
     
     
         Edit"
 ,1054,Sirajdikhan HIGH SCHOOL,Munshiganj,Sirajdikhan,111182,1726552390,PRIVATE,Yes,Sirajdikhan,SERAJDILHAN,,Yes,"View
     
     
         Edit"
 ,1055,LATABDI MADOMIK SCHOOL,Munshiganj,Sirajdikhan,111184,1309111184,PRIVATE,Yes,LATABDI,LATABDI,,Yes,"View
     
     
         Edit"
 ,1056,KUSUMPUR HIGH SCHOOL,Munshiganj,Sirajdikhan,111185,1309111185,PRIVATE,Yes,KUSUMPUR,KUSUMPUR,,Yes,"View
     
     
         Edit"
 ,1057,BAIRAGADI UNION HIGH SCHOOL,Munshiganj,Sirajdikhan,111186,1717574645,PRIVATE,Yes,BORO PAWLDIA,BAIRAGADI,,Yes,"View
     
     
         Edit"
 ,1058,HAJI  ABUBAKAR  SIDDIQUE  ADARSHA HIGH SCHOOL,Munshiganj,Sirajdikhan,111187,1716251226,PRIVATE,Yes,KHASHMAHAL  BALU CHAR,"KALINAGAR,BISHAW ROAD",,Yes,"View
     
     
         Edit"
 ,1059,KHASKANDI  HIGH SCHOOL,Munshiganj,Sirajdikhan,111188,1815475080,PRIVATE,Yes,PACHIMDI,KHASKANDI,,Yes,"View
     
     
         Edit"
 ,1060,ALHAZ MD GAIZUDDIN HIGH SCHOOL,Munshiganj,Sirajdikhan,111189,1739287852,PRIVATE,Yes,PACHIMDI,KHASHKANDI,,Yes,"View
     
     
         Edit"
 ,1061,MALKHANAGAR  HIGH  SCHOOL,Munshiganj,Sirajdikhan,111202,1712689387,PRIVATE,Yes,MALKAHNAGAR,MALKHANAGAR,,Yes,"View
     
     
         Edit"
 ,1062,KAZISAL HAZIGOAN HUMAYOUN MOLLA JR. HIGH SCHOOL,Munshiganj,Sirajdikhan,130852,1309130852,PRIVATE,Yes,NIMTOLA,KAZISHAL,,Yes,"View
     
     
         Edit"
 ,1063,YOUNUS ACADEMIC  SCHOOL,Munshiganj,Sirajdikhan,138885,1912143755,PRIVATE,No,KHAS MAHAL BALUR CHAR,KHAS MAHAL BALUR CHAR,,Yes,"View
     
     
         Edit"
 ,1064,SHAHABUDDIN MEMORIAL ACADEMY,Narsingdi,Monohardi,112577,1715471587,PRIVATE,Yes,HATIRDIA,UTTAR ALGI,,Yes,"View
     
     
         Edit"
 ,1065,KHIDIRPUR M.L HIGH SCHOOL,Narsingdi,Monohardi,112578,1715103245,PRIVATE,Yes,à¦–à¦¿à¦¦à¦¿à¦°à¦ªà§à¦°,à¦–à¦¿à¦¦à¦¿à¦°à¦ªà§à¦°,,Yes,"View
     
     
         Edit"
 ,1066,BARACHAPA GIRLS HIGH SCHOOL,Narsingdi,Monohardi,112579,1728561561,PRIVATE,Yes,BARACHAPA,BARACHAPA,,Yes,"View
     
     
         Edit"
 ,1067,CHALAKCHAR HIGH SCHOOL,Narsingdi,Monohardi,112580,1721929988,PRIVATE,Yes,CHALAKCHAR,CHALAKCHAR,,Yes,"View
     
     
         Edit"
 ,1068,CHARMANDALIA  JUNIOR GIRLS HIGH SCHOOL,Narsingdi,Monohardi,112581,1309112581,PRIVATE,Yes,CHARMANDALIA,CHARMANDALIA,,Yes,"View
     
     
         Edit"
 ,1069,HATIRDIA SADAT ALI MODEL HIGH SCHOOL,Narsingdi,Monohardi,112582,1819431966,PRIVATE,Yes,HATIRDIA,HATIRDIA,,Yes,"View
     
     
         Edit"
 ,1070,NOAKANDI HAZI ALIM UDDIN HIGH SCHOOL,Narsingdi,Monohardi,112583,1731180388,PRIVATE,Yes,SHEKHERGAON,NOAKANDI,,Yes,"View
     
     
         Edit"
 ,1071,Monohardi PILOT HIGH SCHOOL,Narsingdi,Monohardi,112584,1717165602,PUBLIC,Yes,MONOHORDI,CHANDANBARI,,Yes,"View
     
     
         Edit"
 ,1072,L K UNION ML HIGH SCHOOL,Narsingdi,Monohardi,112585,1714974838,PRIVATE,Yes,NARENDRAPUR,AHAMMODPUR,,Yes,"View
     
     
         Edit"
 ,1073,CHANDANBARI S.A.PILOT GIRL'S HIGH SCHOOL,Narsingdi,Monohardi,112586,1917617187,PRIVATE,Yes,Monohardi,CHANDANBARI,,Yes,"View
     
     
         Edit"
 ,1074,GOTASHIA SHUKUR MAHMUD HIGH SCHOOL,Narsingdi,Monohardi,112587,1720183480,PRIVATE,Yes,GOTASHIA,GOTASHIA,,Yes,"View
     
     
         Edit"
 ,1075,LABUTALA HIGH SCHOOL,Narsingdi,Monohardi,112588,1711019753,PRIVATE,Yes,LEBUTALA,LABUTALA,,Yes,"View
     
     
         Edit"
 ,1076,BARACHAPA HIGH SCHOOL,Narsingdi,Monohardi,112589,1309112589,PRIVATE,Yes,BARACHAPA,BARACHAPA,,Yes,"View
     
     
         Edit"
 ,1077,ARJUNCHAR GIRL'S HIGH SCHOOL,Narsingdi,Monohardi,112590,1710741674,PRIVATE,Yes,MOW .BAZAR,ARJUNCHAR,,Yes,"View
     
     
         Edit"
 ,1078,NARANDI ALAUDDIN NOORANI GIRLS HIGH SCHOOL,Narsingdi,Monohardi,112591,1756043395,PRIVATE,Yes,NARANDI,NARANDI,,Yes,"View
     
     
         Edit"
 ,1079,CHAKTATARDI ALHAJ LION M.A. BATEN GIRLS H/S,Narsingdi,Monohardi,112593,1309112593,PRIVATE,Yes,SHEKHERGAON,CHAKTATARDI,,Yes,"View
     
     
         Edit"
 ,1080,PEERPUR GIRLS HIGH ACHOOL,Narsingdi,Monohardi,112594,1828074881,PRIVATE,Yes,CHALAKCHAR,PEERPUR,,Yes,"View
     
     
         Edit"
 ,1081,PANCH KANDI  HIGH SCHOOL,Narsingdi,Monohardi,112595,1773767563,PRIVATE,Yes,CHULA BAZAR,PANCHKANDI,,Yes,"View
     
     
         Edit"
 ,1082,MADHUSHAL HIGH SCHOOL,Narsingdi,Monohardi,112596,1739311581,PRIVATE,Yes,GOTASHIA,MADHUSHAL,,Yes,"View
     
     
         Edit"
 ,1083,BAGHIBARI  MAHMUDA  MOTIUR  RAHMAN  HIGH  SCHOOL,Narsingdi,Monohardi,112597,1309112597,PRIVATE,Yes,CHULA,BAGHIBARI,,Yes,"View
     
     
         Edit"
 ,1084,SUKANDI NAZIM UDDIN HIGH SCHOOL,Narsingdi,Monohardi,112598,1728208449,PRIVATE,Yes,SHUKUNDI,SUKONDI,,Yes,"View
     
     
         Edit"
 ,1085,THEKERKANDA D.S.K. HIGH SCHOOL,Narsingdi,Monohardi,112599,1728743942,PRIVATE,Yes,SAVERDIA,THEKERKANDA,,Yes,"View
     
     
         Edit"
 ,1086,NOADIA GIRLS HIGH SCHOOL,Narsingdi,Monohardi,112600,1725365031,PRIVATE,Yes,UTTAR NOADIA,NOADIA,,Yes,"View
     
     
         Edit"
 ,1087,EKDUARIA HIGH SCHOOL,Narsingdi,Monohardi,112601,1733149817,PRIVATE,Yes,EKDUARIA,EKDUARIA,,Yes,"View
     
     
         Edit"
 ,1088,CHARMANDALIA HIGH SCHOOL,Narsingdi,Monohardi,112602,1914557058,PRIVATE,Yes,CHARMANDALIA,CHARMANDALIA,,Yes,"View
     
     
         Edit"
 ,1089,DAULAT PUR UNION HIGH SCHOOL,Narsingdi,Monohardi,112603,1715731926,PRIVATE,Yes,DAULAT PUR,DAULAT,,Yes,"View
     
     
         Edit"
 ,1090,GHOSHGOAN HIGH SCHOOL,Narsingdi,Monohardi,112604,1714585206,PRIVATE,Yes,BARO MIRJAPUR,GHOSHGOAN,,Yes,"View
     
     
         Edit"
 ,1091,DOMANMARA HIGH SCHOOL,Narsingdi,Monohardi,112605,1731094328,PRIVATE,Yes,KRISHNAPUR,DOMANMARA,,Yes,"View
     
     
         Edit"
 ,1092,MADHUPUR HIGH SCHOOL,Narsingdi,Monohardi,112606,1623115757,PRIVATE,Yes,CHALAKCHAR,MASIMPUR,,Yes,"View
     
     
         Edit"
 ,1093,CHALAK CHAR GIRLS HIGH SCHOOL,Narsingdi,Monohardi,112607,1714720657,PRIVATE,Yes,CHALAKCHAR,CHALAKCHAR,,Yes,"View
     
     
         Edit"
 ,1094,TARAKANDI HIGH SCHOOL,Narsingdi,Monohardi,112608,1736468770,PRIVATE,Yes,TARAKANDI,TARAKANDI,,Yes,"View
     
     
         Edit"
 ,1095,BIRGAON HIGH SCHOOL,Narsingdi,Monohardi,112609,1718186718,PRIVATE,Yes,KRISHNAPUR,BIRGAON,,Yes,"View
     
     
         Edit"
 ,1096,SAGARDI GIRL'S HIGH SCHOOL,Narsingdi,Monohardi,112610,1745199824,PRIVATE,Yes,NARENDRAPUR,NARENDRAPUR,,Yes,"View
     
     
         Edit"
 ,1097,H.K. BIPUL SMRITY  HIGH SCHOOL,Narsingdi,Monohardi,112611,1715564117,PRIVATE,Yes,LAKHPUR,HARINARAYANPUR,,Yes,"View
     
     
         Edit"
 ,1098,KOCHARCHAR MUKSUD ALI GIRL'S HIGH SCHOOL,Narsingdi,Monohardi,112612,1715255411,PRIVATE,Yes,DAULATPUR,KOCHARCHAR,,Yes,"View
     
     
         Edit"
 ,1099,AFAZUDDIN KHAN HIGH SCHOOL,Narsingdi,Monohardi,112614,1309112614,PRIVATE,Yes,KATABARIA,KATABARIA,,Yes,"View
     
     
         Edit"
 ,1100,BIR MAIZADIA ADARSHA JR. HIGH KARIGARI PROTISTHAN,Narsingdi,Monohardi,112615,1925000414,PRIVATE,Yes,BIR MAIJDIA,BIR MAIZDIA,,Yes,"View
     
     
         Edit"
 ,1101,JAMALPUR ADARSHA HIGH SCHOOL,Narsingdi,Monohardi,112616,1726763261,PRIVATE,Yes,BARACHAPA,JAMALPUR,,Yes,"View
     
     
         Edit"
 ,1102,ATUSHALSUBUJ SATHI HIGH SCHOOL,Narsingdi,Monohardi,112617,1716582562,PRIVATE,Yes,BAROCHAPA,,,Yes,"View
     
     
         Edit"
 ,1103,KRISHNAPUR ADARSHA HIGH SCHOOL,Narsingdi,Monohardi,112618,1779087901,PRIVATE,Yes,KRISHNAPUR,KRISHNAPUR,,Yes,"View
     
     
         Edit"
 ,1104,SAYEDPUR  ANOWAR  ALI MIAH HIGH SCHOOL,Narsingdi,Monohardi,112619,1717707743,PRIVATE,Yes,HATIRDIA,SAYEDPUR,,Yes,"View
     
     
         Edit"
 ,1105,J.R.S.HIGH SCHOOL,Narsingdi,Monohardi,112620,1726220083,PRIVATE,Yes,NARENDRAPUR,JHALPARA,,Yes,"View
     
     
         Edit"
 ,1106,BAGHIBARI LT. GN.  NURUDDIN KHAN JUNIOR SCHOOL,Narsingdi,Monohardi,112621,1715041660,PRIVATE,Yes,CHULA,BAGIBARI,,Yes,"View
     
     
         Edit"
 ,1107,NAZUMAN NESA NIMNO MADDOMIK BALIKA BIDDALOY,Narsingdi,Monohardi,112622,1793499122,PRIVATE,Yes,KRISHNAPUR,KRISHNAPUR,,Yes,"View
     
     
         Edit"
 ,1108,RAMPUR HIGH SCHOOL,Narsingdi,Monohardi,112623,1725164896,PRIVATE,Yes,RAMPUR,RAMPUR,,Yes,"View
     
     
         Edit"
 ,1109,GOTASHIYA NURUL MOJID HUMAYON HIGH SCHOOL,Narsingdi,Monohardi,112624,1743099024,PRIVATE,Yes,GOTASHIA,GOTASHIA,,Yes,"View
     
     
         Edit"
 ,1110,HAFIZPUR HIGH SCHOOL,Narsingdi,Monohardi,131459,1754385343,PRIVATE,Yes,HAFIZPUR,HAFIZPUR,,Yes,"View
     
     
         Edit"
 ,1111,BOGADI HIGH SCHOOL,Narsingdi,Monohardi,137021,1718425410,PRIVATE,No,BOGADI CHOWRASTA,BOGADI,,Yes,"View
     
     
         Edit"
 ,1112,NALUA ALHAJ DR. ABDUL MALEK JUNIOR SCHOOL,Narsingdi,Monohardi,137098,1726316398,PRIVATE,No,CHOWDHURY MOW BAZAR,NALUA,,Yes,"View
     
     
         Edit"
 ,1113,MORJAL KAZI MD BASHIR HIGH SCHOOL,Narsingdi,Raipura,112764,1711586230,PRIVATE,Yes,MORJAL BAZAR,MORJAL,,Yes,"View
     
     
         Edit"
 ,1114,SADAGAR KANDI HIGH SCHOOL,Narsingdi,Raipura,112765,1716761799,PRIVATE,Yes,SADARGAR KANDI,SADAGAR KANDI,,Yes,"View
     
     
         Edit"
 ,1115,SERAJ NAGAR M A PILOT MODEL  HIGH SCHOOL,Narsingdi,Raipura,112766,1827383586,PRIVATE,Yes,RAIPURA,SERAJ NAGAR,,Yes,"View
     
     
         Edit"
 ,1116,ABDULLA PUR HIGH SCHOOL,Narsingdi,Raipura,112767,1724331287,PRIVATE,Yes,CHARSHUBUDDI,ABDULLAPUR,,Yes,"View
     
     
         Edit"
 ,1117,RAIPURA R K R M HIGH SCHOOL,Narsingdi,Raipura,112768,1815239242,PRIVATE,Yes,RAIPURA,TATTAKANDA,,Yes,"View
     
     
         Edit"
 ,1118,BALUAKNADI HIGH SCHOOL,Narsingdi,Raipura,112769,1724292642,PRIVATE,Yes,BAZAR HASNABAD,BALUAKANDI,,Yes,"View
     
     
         Edit"
 ,1119,PIRIJ KANDI HIGH SCHOOL,Narsingdi,Raipura,112770,1714896677,PRIVATE,Yes,PIRIJKANDI,PIRIJ KANDI,,Yes,"View
     
     
         Edit"
 ,1120,MONIPURA HIGH SCHOOL,Narsingdi,Raipura,112771,1309112771,PRIVATE,Yes,HAIRMARA,HAIRMARA,,Yes,"View
     
     
         Edit"
 ,1121,BASHGARI HIGH SCHOOL,Narsingdi,Raipura,112772,1714583494,PRIVATE,Yes,BASHGARI,BANSHGARI,,Yes,"View
     
     
         Edit"
 ,1122,DAULAT KANDI MOHIUDDIN BUIYAN  HIGH SCHOOL,Narsingdi,Raipura,112773,1309112773,PRIVATE,Yes,SHAPMARA,TALUK KANDI,,Yes,"View
     
     
         Edit"
 ,1123,RAIPURA PILOT GIRLS HIGH SCHOOL,Narsingdi,Raipura,112774,1817106061,PRIVATE,Yes,RAIPURA,RAIPURA,,Yes,"View
     
     
         Edit"
 ,1124,PARATALI KALIM UDDIN HIGH SCHOOL,Narsingdi,Raipura,112775,1742309151,PRIVATE,Yes,PARATALI,PARATALI,,Yes,"View
     
     
         Edit"
 ,1125,SAIDABAD HIGH SCHOOL,Narsingdi,Raipura,112776,1309112776,PRIVATE,Yes,SAIDABAD,SAIDABAD,,Yes,"View
     
     
         Edit"
 ,1126,CHAR SUBUDDI JINIOR HIGH SCHOOL,Narsingdi,Raipura,112777,1732449098,PRIVATE,Yes,CHAR SUBUDDI,CHAR SUBUDDI,,Yes,"View
     
     
         Edit"
 ,1127,EUNUS MIAH GIRLS HIGH SCHOOL,Narsingdi,Raipura,112778,1309112778,PRIVATE,Yes,HAIR MARA,HAIR MARA,,Yes,"View
     
     
         Edit"
 ,1128,SIRAJ NAGAR HIGH SCHOOL,Narsingdi,Raipura,112779,1714212280,PRIVATE,Yes,RADAGANJ,SIRAJ NAGAR,,Yes,"View
     
     
         Edit"
 ,1129,R.M HIGH SCHOOL,Narsingdi,Raipura,112780,1818262660,PRIVATE,Yes,RAJ PRASAD,RAJ PRASAD,,Yes,"View
     
     
         Edit"
 ,1130,SAHER CHAR HIGH SCHOOL,Narsingdi,Raipura,112781,1718342529,PRIVATE,Yes,SAHER CHAR,SAHER CHAR,,Yes,"View
     
     
         Edit"
 ,1131,NILAKHIA ABUL HASHEM HIGH SCHOOL,Narsingdi,Raipura,112782,1739738468,PRIVATE,Yes,NILAKHIA,NILAKHIA,,Yes,"View
     
     
         Edit"
 ,1132,DAKHIN MIRZA NAGAR  ASMATENNESA GIRLS HIGH SCHOOL,Narsingdi,Raipura,112783,1813349390,PRIVATE,Yes,BAZAR HASNABAD,à¦¦à¦•à§à¦·à¦¿à¦¨ à¦®à¦¿à¦°à§à¦œà¦¾à¦¨à¦—à¦°,,Yes,"View
     
     
         Edit"
 ,1133,HASNABAD HIGH SCHOOL,Narsingdi,Raipura,112784,1309112784,PRIVATE,Yes,BAZAR HASNABAD,HASNABAD,,Yes,"View
     
     
         Edit"
 ,1134,ISLAMPUR M L HIGH SCHOOL,Narsingdi,Raipura,112785,1711168860,PRIVATE,Yes,HATUBHANGA BAZAR,HATUBHANGA,,Yes,"View
     
     
         Edit"
 ,1135,BELAYET ALI HIGH SCHOOL,Narsingdi,Raipura,112787,1309112787,PRIVATE,Yes,DOKARCHAR,ADIABAD (P.B. NAGAR),,Yes,"View
     
     
         Edit"
 ,1136,KOHINOOR JUTE MILL HIGH SCHOOL,Narsingdi,Raipura,112788,1818139432,PRIVATE,Yes,SAPMARA BAZAR,GHAGHUTIA,,Yes,"View
     
     
         Edit"
 ,1137,DAULATKANDI ADARSHA GIRLS HIGH SCHOOL,Narsingdi,Raipura,112789,1740988195,PRIVATE,Yes,SHAPMARA,DAULATKANDI,,Yes,"View
     
     
         Edit"
 ,1138,SABDAR ALI KHAN HIGH SCHOOL,Narsingdi,Raipura,112790,1720026449,PRIVATE,Yes,NILAKHYA,DORIGAON,,Yes,"View
     
     
         Edit"
 ,1139,MARJAL HIGH SCHOOL,Narsingdi,Raipura,112791,1309112791,PRIVATE,Yes,MARJAL BAZAR,MARJAL,,Yes,"View
     
     
         Edit"
 ,1140,UTTAR BAKHAR NAGAR UNION HIGH SCHOOL,Narsingdi,Raipura,112792,1818851535,PRIVATE,Yes,BAKHAR NAGAR BAZAR,LOCHANPUR,,Yes,"View
     
     
         Edit"
 ,1141,CHARMODHUA  ADARSHA HIGH SCHOOL,Narsingdi,Raipura,112793,1739185788,PRIVATE,Yes,CHARMADHUA,CHARMODHUA,,Yes,"View
     
     
         Edit"
 ,1142,AL HAJ BAZLUL HAQUE J  M HIGH SCHOOL,Narsingdi,Raipura,112794,1715789252,PRIVATE,Yes,MOHESHPUR,JOYNAGAR,,Yes,"View
     
     
         Edit"
 ,1143,RAMNAGAR HIGH SCHOOL,Narsingdi,Raipura,112795,1309112795,PRIVATE,Yes,RAMNAGAR,RAMNAGAR,,Yes,"View
     
     
         Edit"
 ,1144,MIRZAR CHAR HIGH SCHOOL,Narsingdi,Raipura,112796,1714701719,PRIVATE,Yes,MIRZAR CHAR,MIRZAR CHAR,,Yes,"View
     
     
         Edit"
 ,1145,B B L  HIGH SCHOOL,Narsingdi,Raipura,112797,1913479177,PRIVATE,Yes,BAR CHAR,BAR CHAR,,Yes,"View
     
     
         Edit"
 ,1146,SHATADAL GIRLS HIGH SCHOOL,Narsingdi,Raipura,112798,1718082027,PRIVATE,No,SREENIDHI,BAHER CHAR BORO KANDA,,Yes,"View
     
     
         Edit"
